location_id,product_name,category,type,strain,amount,thc,cbd,price_original,price_discounted,brand,product_id_website,product_description,product_url,image_url,image_filename,featured,stock,qty
muv_apollo_beach,1:1 Mandarin Soft Chews,Edible,Candies,Hybrid,,100mg,100mg,25,,MÜV,1064821,"Carefully crafted and perfected by artisan confectionaries, MÜV Soft Chews deliver a consistent dose of medical marijuana and robust flavor with every bite.  Zesty, bright, and refreshing Mandarin flavor will deliver equal doses of CBD and THC in every delicious bite, making this hybrid a tasty daytime option. ",https://www.iheartjane.com/embed/stores/487/products/1064821/muv-1-1-mandarin-soft-chews-100mg-cbd-100mg-thc,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,2:1 Strawberry Peach Soft Chews ,Edible,Candies,Hybrid,,100mg,200mg,30,,MÜV,1064824,"Carefully crafted and perfected by artisan confectionaries, MÜV Soft Chews deliver a consistent dose of medical marijuana and robust flavor with every bite.  Enjoy the taste of summer anytime with Strawberry Peach Soft Chews. This hybrid 2:1 CBD/THC is a great option day or night. ",https://www.iheartjane.com/embed/stores/487/products/1064824/muv-2-1-strawberry-peach-soft-chews-200mg-cbd-100mg-thc,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Caramel,Edible,Candies,Hybrid,,,,25,,MÜV,1083345,"Rich, buttery hand-crafted caramel is infused with ultra-refined cannabis distillate oil. Each piece is precisely dosed with 10 mg of THC per piece and melt-in-your mouth delicious. Classic Caramel provides a sweet, rich medicating experience.",https://www.iheartjane.com/embed/stores/487/products/1083345/muv-caramel-10pk-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Caramel Apple,Edible,Candies,Hybrid,,,,25,,MÜV,1083346,"Rich, buttery hand-crafted caramel is infused with ultra-refined cannabis distillate oil. Each piece is precisely dosed with 10 mg of THC per piece and melt-in-your mouth delicious. Caramel Apple provides a nostalgic caramel apple flavor.",https://www.iheartjane.com/embed/stores/487/products/1083346/muv-caramel-apple-10pk-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Sea Salt Caramel,Edible,Candies,Hybrid,,,,25,,MÜV,1083347,"Rich, buttery hand-crafted caramel is infused with ultra-refined cannabis distillate oil. Each piece is precisely dosed with 10 mg of THC per piece and melt-in-your mouth delicious. Sea Salt Caramel provides an explosion of sweet-meets-salty flavor.",https://www.iheartjane.com/embed/stores/487/products/1083347/muv-sea-salt-caramel-10pk-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Strawberry Soft Chews,Edible,Candies,Hybrid,,,,25,,MÜV,1064813,"Carefully crafted and perfected by artisan confectionaries, MÜV Soft Chews deliver a consistent dose of medical marijuana and robust flavor with every bite. Bite into the undeniable taste of Strawberry and ease into the effects of this deliciously blended hybrid Soft Chew.  ",https://www.iheartjane.com/embed/stores/487/products/1064813/muv-strawberry-soft-chews-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Watermelon Soft Chews,Edible,Candies,Sativa,,,,25,,MÜV,1064819,"Carefully crafted and perfected by artisan confectionaries, MÜV Soft Chews deliver a consistent dose of medical marijuana and robust flavor with every bite. The refreshingly juicy taste of watermelon infused with the perfect blend of terpenes and cannabis distillate, delivered in a pectin hybrid Soft Chew.  ",https://www.iheartjane.com/embed/stores/487/products/1064819/muv-watermelon-soft-chews-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,1:1 Mandarin Soft Chews,Edible,Candies,Hybrid,,100mg,100mg,25,,MÜV,1064821,"Carefully crafted and perfected by artisan confectionaries, MÜV Soft Chews deliver a consistent dose of medical marijuana and robust flavor with every bite.  Zesty, bright, and refreshing Mandarin flavor will deliver equal doses of CBD and THC in every delicious bite, making this hybrid a tasty daytime option. ",https://www.iheartjane.com/embed/stores/487/products/1064821/muv-1-1-mandarin-soft-chews-100mg-cbd-100mg-thc,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,2:1 Strawberry Peach Soft Chews ,Edible,Candies,Hybrid,,100mg,200mg,30,,MÜV,1064824,"Carefully crafted and perfected by artisan confectionaries, MÜV Soft Chews deliver a consistent dose of medical marijuana and robust flavor with every bite.  Enjoy the taste of summer anytime with Strawberry Peach Soft Chews. This hybrid 2:1 CBD/THC is a great option day or night. ",https://www.iheartjane.com/embed/stores/487/products/1064824/muv-2-1-strawberry-peach-soft-chews-200mg-cbd-100mg-thc,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Berry Soft Chews,Edible,Candies,Indica,,,,25,,MÜV,1064803,"Carefully crafted and perfected by artisan confectionaries, MÜV Soft Chews deliver a consistent dose of medical marijuana and robust flavor with every bite. This Soft Chew is packed with berry flavor in a perfectly textured vegan bite. Indica Berry Soft Chews are a delicious option to unwind and enjoy.  ",https://www.iheartjane.com/embed/stores/487/products/1064803/muv-berry-soft-chews-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Caramel,Edible,Candies,Hybrid,,,,25,,MÜV,1083345,"Rich, buttery hand-crafted caramel is infused with ultra-refined cannabis distillate oil. Each piece is precisely dosed with 10 mg of THC per piece and melt-in-your mouth delicious. Classic Caramel provides a sweet, rich medicating experience.",https://www.iheartjane.com/embed/stores/487/products/1083345/muv-caramel-10pk-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Caramel Apple,Edible,Candies,Hybrid,,,,25,,MÜV,1083346,"Rich, buttery hand-crafted caramel is infused with ultra-refined cannabis distillate oil. Each piece is precisely dosed with 10 mg of THC per piece and melt-in-your mouth delicious. Caramel Apple provides a nostalgic caramel apple flavor.",https://www.iheartjane.com/embed/stores/487/products/1083346/muv-caramel-apple-10pk-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Caramel Milk Chocolates ,Edible,Chocolates,Hybrid,,,,25,,MÜV,821238,"MÜV Cannabis Chocolates are infused with Premium Distillate and simply taste like chocolate, with little to no cannabis taste. Each 10mg piece is individually wrapped for freshness and easy dosing, and segmented, allowing you to evenly split into two 5mg doses. Caramel Milk Chocolate is a sweet, buttery, and delectable flavor, both gluten-free and all natural.",https://www.iheartjane.com/embed/stores/487/products/821238/muv-milk-chocolate-caramel-10pk-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Dark Chocolate,Edible,Chocolates,Hybrid,,,,25,,MÜV,587243,"MÜV Dark Chocolates are inspired by Belgian chocolatiers and crafted using natural ingredients you can trust. Infused with Premium Distillate, each piece simply tastes like chocolate, with little to no cannabis taste. Dark Chocolates are produced in small, artisan batches and yield consistent dosing and reliable effects. Each 10 mg piece is individually wrapped for freshness and easy dosing, and segmented, allowing you to evenly split into two 5 mg doses. And, Dark Chocolates are vegan and gluten-free.",https://www.iheartjane.com/embed/stores/487/products/587243/muv-dark-chocolate-10pk-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Lozenge - Orange,Edible,Candies,Hybrid,,,,20,,MÜV,582200,"Exceptionally great tasting – MÜV Orange Lozenges burst with natural fruit flavors, delivering medical cannabis that slowly melts in your mouth. Our process and formulation yield very consistent dosing and reliable effects. One lozenge is 10 mg of active ingredient, allowing you to savor the flavor and receive the sublingual benefits as well. The 10 pack of individually wrapped lozenges provides 100 total mg THC per container.",https://www.iheartjane.com/embed/stores/487/products/582200/muv-orange-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Lozenge - Wildberry,Edible,Candies,Hybrid,,50mg,50mg,20,,MÜV,582199,"Exceptionally great tasting – MÜV 1:1 Wildberry Lozenges burst with natural fruit flavors, delivering medical cannabis that slowly melts in your mouth. Our process and formulation yield very consistent dosing and reliable effects. One lozenge is 5mg each of THC and CBD, allowing you to savor the flavor and receive the sublingual benefits as well. The 10 pack of individually wrapped lozenges provides 50 total mg THC and 50 total mg CBD per container.",https://www.iheartjane.com/embed/stores/487/products/582199/muv-1-1-wildberry-50mg-cbd-50mg-thc,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Mango Soft Chews,Edible,Candies,Sativa,,,,25,,MÜV,1064811,"Carefully crafted and perfected by artisan confectionaries, MÜV Soft Chews deliver a consistent dose of medical marijuana and robust flavor with every bite. A flavorful powerhouse, sativa Mango Soft Chews are loaded with energizing terpenes to provide a Sativa option, perfect for daytime and focus.  ",https://www.iheartjane.com/embed/stores/487/products/1064811/muv-mango-soft-chews-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Milk Chocolate,Edible,Chocolates,Hybrid,,,,25,,MÜV,587239,"MÜV Milk Chocolates are inspired by Belgian chocolatiers and crafted using natural ingredients you can trust. Infused with Premium Distillate, each piece simply tastes like chocolate, with little to no cannabis taste. Milk Chocolates are produced in small, artisan batches and yield consistent dosing and reliable effects. Each 10 mg piece is individually wrapped for freshness and easy dosing, and segmented, allowing you to evenly split into two 5 mg doses. This chocolate contains dairy.",https://www.iheartjane.com/embed/stores/487/products/587239/muv-milk-chocolate-10pk-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Sea Salt Caramel,Edible,Candies,Hybrid,,,,25,,MÜV,1083347,"Rich, buttery hand-crafted caramel is infused with ultra-refined cannabis distillate oil. Each piece is precisely dosed with 10 mg of THC per piece and melt-in-your mouth delicious. Sea Salt Caramel provides an explosion of sweet-meets-salty flavor.",https://www.iheartjane.com/embed/stores/487/products/1083347/muv-sea-salt-caramel-10pk-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Strawberry Soft Chews,Edible,Candies,Hybrid,,,,25,,MÜV,1064813,"Carefully crafted and perfected by artisan confectionaries, MÜV Soft Chews deliver a consistent dose of medical marijuana and robust flavor with every bite. Bite into the undeniable taste of Strawberry and ease into the effects of this deliciously blended hybrid Soft Chew.  ",https://www.iheartjane.com/embed/stores/487/products/1064813/muv-strawberry-soft-chews-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Watermelon Soft Chews,Edible,Candies,Sativa,,,,25,,MÜV,1064819,"Carefully crafted and perfected by artisan confectionaries, MÜV Soft Chews deliver a consistent dose of medical marijuana and robust flavor with every bite. The refreshingly juicy taste of watermelon infused with the perfect blend of terpenes and cannabis distillate, delivered in a pectin hybrid Soft Chew.  ",https://www.iheartjane.com/embed/stores/487/products/1064819/muv-watermelon-soft-chews-100mg,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Apple Juice,Concentrate,Syringes/Tankers,Hybrid,1g,80.54%,0.14%,70,,MÜV,980380,"MÜV Plus Distillate offers patients the same premium, strain-specific distillate found in our MÜV Plus Vape products, in a versatile and easy-to-dose syringe. Patients can access the distillate through inhalation or ingestion. MÜV Plus Distillate is extracted from our high quality MÜV Flower.",https://www.iheartjane.com/embed/stores/487/products/980380/muv-apple-juice,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Cherry Punch,Concentrate,Kief,Hybrid,1g,46.87%,0.34%,40,,MÜV,850788,"MÜV Strain-specific Kief is a potent form of cannabis. The solventless concentrate is crafted by collecting trichomes, or the small hairs that give marijuana flower its “frosty” appearance. These trichomes, desired because they are where cannabinoids and terpenes are produced, are then sifted to isolate the mushroom-shaped heads. Highly fragrant kief will range from a light to deep sand in hue, with the addition of purples or greens, depending on the strain it is isolated from.  ",https://www.iheartjane.com/embed/stores/487/products/850788/muv-cherry-punch,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Durban Dream,Concentrate,Other,Sativa,1g,67.79%,0.25%,65,,MÜV,235857,"MÜV Crumble is a strain-specific, highly potent ethanol extract that resembles a honeycomb. With a light and airy texture, Blue is ideal for vaporizing. Please note, appropriate delivery methods are required to activate concentrated cannabinoids and terpenes.",https://www.iheartjane.com/embed/stores/487/products/235857/muv-durban-dream,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Grape Noir,Concentrate,Syringes/Tankers,Hybrid,1g,84.85%,0.52%,70,,MÜV,1108369,"MÜV Plus Distillate offers patients the same premium, strain-specific distillate found in our MÜV Plus Vape products, in a versatile and easy-to-dose syringe. Patients can access the distillate through inhalation or ingestion. MÜV Plus Distillate is extracted from our high quality MÜV Flower.",https://www.iheartjane.com/embed/stores/487/products/1108369/muv-grape-noir,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,Guru,Concentrate,Waxes,Indica,1g,74.98%,0.29%,65,,MÜV,149057,"MÜV Crumble is a strain-specific, highly potent ethanol extract that resembles a honeycomb. With a light and airy texture, Blue is ideal for vaporizing. Please note, appropriate delivery methods are required to activate concentrated cannabinoids and terpenes.",https://www.iheartjane.com/embed/stores/487/products/149057/muv-guru,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,1,1,1000
muv_apollo_beach,London Pound Mints,Concentrate,Rosins,Hybrid,1g,69.04%,0.34%,85,,MÜV,433827,"MÜV Live Ice Water Extraction Rosin is the pinnacle of cannabis concentrates. Cannabis flower is harvested and immediately frozen to retain the plant’s living terpene profile. Trichomes are isolated from the flash-frozen whole flower using ice water extraction, which removes the resinous trichomes without bringing unwanted plant material. These trichomes are dried, then pressed using only heat and pressure. The result is a solventless, full-spectrum, true-to-flower concentrate.",https://www.iheartjane.com/embed/stores/487/products/433827/muv-london-pound-mints,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,1,1000
muv_apollo_beach,London Pound Mints,Concentrate,Live Resins,Hybrid,1g,69.76%,1.60%,75,,MÜV,1007324,"Sugar, a Live Resin concentrate, is a grainy textured collection of crystals harvested from fresh then frozen cannabis to deliver full-flavored, full-body effects. The highly potent Hydrocarbon extraction process allows the concentrate to preserve the high terpene profiles of their strain and the texture makes it easy to use for vaporizing dabs.  ",https://www.iheartjane.com/embed/stores/487/products/1007324/muv-london-pound-mints,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,1,1000
muv_apollo_beach,Modified Grapes,Concentrate,Rick Simpson Oil (RSO),Indica,1g,78.68%,0.22%,55,,MÜV,368831,"The full-spectrum extract of RSO contains all components of cannabis: cannabinoids, terpenes, flavonoids, chlorophyll, and beneficial lipids for truly medicinal benefits. It is traditionally used in a concentrated form orally (either directly or with foods) for generally sedative effects while topical use has been shown to heal skin lesions and have potential anti-cancerous properties.	",https://www.iheartjane.com/embed/stores/487/products/368831/muv-modified-grapes,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,1,1000
muv_apollo_beach,Modified Grapes #6,Concentrate,Live Resins,Indica,1g,78.00%,0.24%,75,,MÜV,909498,"Sugar, a Live Resin concentrate, is a grainy textured collection of crystals harvested from fresh then frozen cannabis to deliver full-flavored, full-body effects. The highly potent Hydrocarbon extraction process allows the concentrate to preserve the high terpene profiles of their strain and the texture makes it easy to use for vaporizing dabs.  ",https://www.iheartjane.com/embed/stores/487/products/909498/muv-modified-grapes-6,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,1,1000
muv_apollo_beach,Robots,Concentrate,Rick Simpson Oil (RSO),Hybrid,1g,73.00%,0.25%,55,,MÜV,796162,"The full-spectrum extract of RSO contains all components of cannabis: cannabinoids, terpenes, flavonoids, chlorophyll, and beneficial lipids for truly medicinal benefits. It is traditionally used in a concentrated form orally (either directly or with foods) for generally sedative effects while topical use has been shown to heal skin lesions and have potential anti-cancerous properties.	",https://www.iheartjane.com/embed/stores/487/products/796162/muv-robots,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,1,1000
muv_apollo_beach,Robots,Concentrate,Shatters,Hybrid,1g,77.42%,0.18%,65,,MÜV,685793,"MÜV Shatter is a strain-specific cannabis concentrate with a golden, clear appearance and a glass-like consistency. Shatter is typically easier to manipulate than other extracts. It can be effortlessly be broken down to chards for vaporization. After being broken down, each rice-sized piece equals approximately 25 mg. Please note, appropriate delivery methods are required to activate concentrated cannabinoids and terpenes.",https://www.iheartjane.com/embed/stores/487/products/685793/muv-robts,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,0,1000
muv_apollo_beach,Slurricane,Concentrate,Rick Simpson Oil (RSO),Indica,1g,80.97%,0.19%,55,,MÜV,327483,"The full-spectrum extract of RSO contains all components of cannabis: cannabinoids, terpenes, flavonoids, chlorophyll, and beneficial lipids for truly medicinal benefits. It is traditionally used in a concentrated form orally (either directly or with foods) for generally sedative effects while topical use has been shown to heal skin lesions and have potential anti-cancerous properties.	",https://www.iheartjane.com/embed/stores/487/products/327483/muv-slurricane,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,0,1000
muv_apollo_beach,Triangle Kush,Concentrate,Live Resins,Indica,1g,69.21%,0.28%,75,,MÜV,1085541,"Sugar, a Live Resin concentrate, is a grainy textured collection of crystals harvested from fresh then frozen cannabis to deliver full-flavored, full-body effects. The highly potent Hydrocarbon extraction process allows the concentrate to preserve the high terpene profiles of their strain and the texture makes it easy to use for vaporizing dabs.  ",https://www.iheartjane.com/embed/stores/487/products/1085541/muv-triangle-kush,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,0,1000
muv_apollo_beach,Triangle Kush,Concentrate,Syringes/Tankers,Indica,1g,79.96%,0.26%,70,,MÜV,1071731,"MÜV Plus Distillate offers patients the same premium, strain-specific distillate found in our MÜV Plus Vape products, in a versatile and easy-to-dose syringe. Patients can access the distillate through inhalation or ingestion. MÜV Plus Distillate is extracted from our high quality MÜV Flower.",https://www.iheartjane.com/embed/stores/487/products/1071731/muv-triangle-kush,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,0,1000
muv_apollo_beach,Velvet Glove #4,Concentrate,Live Resins,Indica,1g,69.95%,0.26%,75,,MÜV,1086822,"Sugar, a Live Resin concentrate, is a grainy textured collection of crystals harvested from fresh then frozen cannabis to deliver full-flavored, full-body effects. The highly potent Hydrocarbon extraction process allows the concentrate to preserve the high terpene profiles of their strain and the texture makes it easy to use for vaporizing dabs.  ",https://www.iheartjane.com/embed/stores/487/products/1086822/muv-velvet-glove-4,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,0,1000
muv_apollo_beach,White Mac,Concentrate,Rick Simpson Oil (RSO),Hybrid,1g,70.41%,0.70%,55,,MÜV,980173,"The full-spectrum extract of RSO contains all components of cannabis: cannabinoids, terpenes, flavonoids, chlorophyll, and beneficial lipids for truly medicinal benefits. It is traditionally used in a concentrated form orally (either directly or with foods) for generally sedative effects while topical use has been shown to heal skin lesions and have potential anti-cancerous properties.	",https://www.iheartjane.com/embed/stores/487/products/980173/muv-white-mac,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,0,1000
muv_apollo_beach,Durban Dream,Flower,Rick Simpson Oil (RSO),Sativa,3.5g,19.90%,0.07%,50,40,MÜV,216743,"MÜV Premium Cannabis Flower is meticulously grown at a 150,000 sq. ft. state-of-the-art indoor facility in Apollo Beach, FL. By carefully monitoring and controlling the cultivation environment, we produce the highest quality flowers on the market.With our cutting-edge methods, MÜV produces a variety of colorful and aromatic cannabis strains. In growing crops without the use of harmful pesticides, each variety expresses unique characteristics and flavor profiles. For MÜV patients, these traits satisfy both personal preferences and medicinal needs.",https://www.iheartjane.com/embed/stores/487/products/216743/muv-durban-dream,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,0,1000
muv_apollo_beach,Durban Dream,Flower,Rick Simpson Oil (RSO),Sativa,3.5g,20.00%,0.25%,32,25.6,MÜV,220437,"MÜV Premium Cannabis Flower is meticulously grown at a 150,000 sq. ft. state-of-the-art indoor facility in Apollo Beach, FL. By carefully monitoring and controlling the cultivation environment, we produce the highest quality flowers on the market.With our cutting-edge methods, MÜV produces a variety of colorful and aromatic cannabis strains. In growing crops without the use of harmful pesticides, each variety expresses unique characteristics and flavor profiles. For MÜV patients, these traits satisfy both personal preferences and medicinal needs.",https://www.iheartjane.com/embed/stores/487/products/220437/muv-durban-dream,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,0,1000
muv_apollo_beach,Florida Triangle,Flower,Rick Simpson Oil (RSO),Hybrid,3.5g,17.19%,0.06%,50,40,MÜV,906014,"MÜV Premium Cannabis Flower is meticulously grown at a 150,000 sq. ft. state-of-the-art indoor facility in Apollo Beach, FL. By carefully monitoring and controlling the cultivation environment, we produce the highest quality flowers on the market.With our cutting-edge methods, MÜV produces a variety of colorful and aromatic cannabis strains. In growing crops without the use of harmful pesticides, each variety expresses unique characteristics and flavor profiles. For MÜV patients, these traits satisfy both personal preferences and medicinal needs.",https://www.iheartjane.com/embed/stores/487/products/906014/muv-florida-triangle,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,0,1000
muv_apollo_beach,Florida Triangle,Flower,Rick Simpson Oil (RSO),Hybrid,3.5g,16.70%,0.04%,40,32,MÜV,906069,"MÜV Premium Cannabis Flower is meticulously grown at a 150,000 sq. ft. state-of-the-art indoor facility in Apollo Beach, FL. By carefully monitoring and controlling the cultivation environment, we produce the highest quality flowers on the market.With our cutting-edge methods, MÜV produces a variety of colorful and aromatic cannabis strains. In growing crops without the use of harmful pesticides, each variety expresses unique characteristics and flavor profiles. For MÜV patients, these traits satisfy both personal preferences and medicinal needs.",https://www.iheartjane.com/embed/stores/487/products/906069/muv-florida-triangle,https://v2.checkprojectstatus.com/Laravel/uploads/products/166115963516601173251656048139_8641.jpg,166115963516601173251656048139_8641.jpg,0,0,1000
